Contig	EFP1	EFP2	EFP3	EFP4	EK1	EK2	EK3	EK4	EHH1	EHH2	EHH3	EHH4	BM1	BM2	BM3	BM4	GS1	GS2	GS3	GS4	GN1
BM1_k141_1037265	0	0	0	0	0	0	0	0	0	0	0	0	12	0	30	3	0	0	0	0	0
BM1_k141_1037464	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
BM1_k141_1037641	0	0	0	0	0	0	0	0	0	0	0	0	31	0	8	0	0	0	0	0	0
BM1_k141_103777	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0
BM1_k141_1037819	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0
BM1_k141_1038182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
BM1_k141_1038242	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
BM1_k141_1038754	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1038907	0	0	0	0	0	0	0	0	0	0	0	0	15	31	0	3	0	0	0	0	0
BM1_k141_1039237	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_1039925	0	0	0	0	0	0	0	0	0	0	0	0	28	0	12	0	0	0	0	0	0
BM1_k141_1039953	0	0	0	0	0	0	0	0	0	0	0	0	95	14	0	3	0	0	0	0	0
BM1_k141_1040404	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	8	0	0	0	0	0
BM1_k141_1040509	0	0	0	0	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0
BM1_k141_1040648	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0	0	0
BM1_k141_1040800	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BM1_k141_1040805	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0
BM1_k141_1040944	0	0	0	0	0	0	0	0	0	0	0	0	22	0	7	0	0	0	0	0	0
BM1_k141_1041005	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	0	0	0
BM1_k141_1041156	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0
BM1_k141_1041202	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	16	0	0	0	0	0
BM1_k141_104131	0	0	0	0	0	0	0	0	0	0	0	0	116	8	113	0	0	0	0	0	0
BM1_k141_1041336	0	0	0	0	0	0	0	0	0	0	0	0	53	11	77	82	0	0	0	0	0
BM1_k141_1041648	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1041793	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0
BM1_k141_1042026	0	0	0	0	0	0	0	0	0	0	0	0	21	0	6	3	0	0	0	0	0
BM1_k141_1042096	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0
BM1_k141_1042142	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0
BM1_k141_1042340	0	0	0	0	0	0	0	0	0	0	0	0	44	44	0	0	0	0	0	0	0
BM1_k141_1042400	0	0	0	0	0	0	0	0	0	0	0	0	19	0	7	6	0	0	0	0	0
BM1_k141_1042421	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0
BM1_k141_1042536	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0
BM1_k141_1042699	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1	0	0	0	0	0	0
BM1_k141_1042718	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
BM1_k141_1042818	0	0	0	0	0	0	0	0	0	0	0	0	13	3	7	0	0	0	0	0	0
BM1_k141_1042907	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
BM1_k141_1043122	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0
BM1_k141_1043280	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
BM1_k141_10435	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2	0	20	6	2	8	0
BM1_k141_1043566	0	0	0	0	0	0	0	0	0	0	0	0	18	15	7	2	0	0	0	0	0
BM1_k141_1043708	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0
BM1_k141_1043785	0	0	0	0	0	0	0	0	0	0	0	0	31	6	6	0	0	0	0	0	0
BM1_k141_1043805	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0
BM1_k141_1043815	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0
BM1_k141_1043886	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0
BM1_k141_1043921	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0
BM1_k141_1044151	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0
BM1_k141_1044260	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BM1_k141_104436	0	0	0	0	0	0	0	0	0	0	0	0	93	369	40	7	0	0	0	0	0
BM1_k141_1044368	0	0	0	0	0	0	0	0	0	0	0	0	108	6	116	172	0	0	0	0	0
BM1_k141_1044403	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1044411	0	0	0	0	0	0	0	0	0	0	0	0	31	1	23	0	0	0	0	0	0
BM1_k141_104454	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	5	0	0	0	0	0
BM1_k141_1044862	0	0	0	0	0	0	0	0	0	0	0	0	50	23	29	26	0	0	0	0	0
BM1_k141_1045023	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0
BM1_k141_1045067	0	0	0	0	0	0	0	0	0	0	0	0	44	0	14	2	0	0	0	0	0
BM1_k141_1045140	0	0	0	0	0	0	0	0	0	0	0	0	48	0	7	0	0	0	0	2	0
BM1_k141_1045194	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BM1_k141_1045230	0	0	0	0	0	0	0	0	0	0	0	0	8	7	2	0	0	0	0	0	0
BM1_k141_1045316	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
BM1_k141_1045402	0	0	0	0	0	0	0	0	0	0	0	0	12	2	5	10	0	0	0	0	0
BM1_k141_1045425	0	0	0	0	0	0	0	0	0	0	0	0	10	4	1	0	0	0	0	0	0
BM1_k141_1045615	0	0	0	0	0	0	0	0	0	0	0	0	32	0	54	87	0	0	0	0	0
BM1_k141_1045747	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1045844	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0
BM1_k141_1045974	0	0	0	0	0	0	0	0	0	0	0	0	37	5	128	40	0	0	0	0	0
BM1_k141_1046176	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BM1_k141_1046398	0	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0	0
BM1_k141_1046437	0	0	0	0	0	0	0	0	0	0	0	0	41	4	31	21	0	0	0	0	0
BM1_k141_1046502	0	0	0	0	0	0	0	0	0	0	0	0	28	5	2	0	0	0	0	0	0
BM1_k141_1046684	0	0	0	0	0	0	0	0	0	0	0	0	40	20	20	167	0	0	0	0	0
BM1_k141_1046744	0	0	0	0	0	0	0	0	0	0	0	0	20	1	5	7	0	0	0	0	0
BM1_k141_1047243	0	0	0	0	0	0	0	0	0	0	0	0	14	6	4	0	0	0	0	0	0
BM1_k141_1047553	0	0	0	0	0	0	0	0	0	0	0	0	165	118	72	59	0	0	0	0	0
BM1_k141_1047571	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0	0
BM1_k141_1047615	0	0	0	0	0	0	0	0	0	0	0	0	122	1	39	0	0	0	0	0	0
BM1_k141_1047659	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	0
BM1_k141_104770	0	0	0	0	0	0	0	0	0	0	0	0	42	48	21	0	0	0	0	0	0
BM1_k141_1047742	0	0	0	0	0	0	0	0	0	0	0	0	30	0	12	0	0	0	0	0	0
BM1_k141_1048892	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0
BM1_k141_1049283	0	0	0	0	0	0	0	0	0	0	0	0	77	121	0	0	0	0	0	0	0
BM1_k141_1049359	0	0	0	0	0	0	0	0	0	0	0	0	104	64	2	26	0	0	0	0	0
BM1_k141_1049382	0	0	0	0	0	0	0	0	0	0	0	0	102	0	115	159	0	0	0	0	0
BM1_k141_1049463	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	4	0	0	0	0	0
BM1_k141_1049841	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	2	0	0	2	0	0
BM1_k141_1049902	0	0	0	0	0	0	0	0	0	0	0	0	8	2	14	0	0	0	0	0	0
BM1_k141_1049922	0	0	0	0	0	0	0	0	0	0	0	0	77	2	124	185	0	0	0	0	0
BM1_k141_1049938	0	0	0	0	0	0	0	0	0	0	0	0	27	0	33	64	0	0	0	0	0
BM1_k141_1050012	0	0	0	0	0	0	0	0	0	0	0	0	72	0	55	42	0	0	0	0	0
BM1_k141_1050165	0	0	0	0	0	0	0	0	0	0	0	0	21	0	15	0	0	0	0	0	0
BM1_k141_1050208	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
BM1_k141_1050454	0	0	0	0	0	0	0	0	0	0	0	0	16	20	2	0	0	2	0	1	0
BM1_k141_1050791	0	0	0	0	0	0	0	0	0	0	0	0	52	26	6	6	0	0	0	0	0
BM1_k141_1050821	0	0	0	0	0	0	0	0	0	0	0	0	12	3	6	0	0	0	0	0	0
BM1_k141_1050953	0	0	0	0	0	0	0	0	0	0	0	0	32	0	4	0	0	0	0	0	0
BM1_k141_1051211	0	0	0	0	0	0	0	0	0	0	0	0	23	12	32	30	0	0	0	0	0
BM1_k141_1051324	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0
BM1_k141_1051339	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0
BM1_k141_1051541	0	0	0	0	0	0	0	0	0	0	0	0	107	48	66	68	0	0	0	0	0
BM1_k141_1051704	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0
BM1_k141_1051727	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BM1_k141_1051784	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
BM1_k141_1051967	0	0	0	0	0	0	0	0	0	0	0	0	39	57	3	7	0	0	0	0	0
BM1_k141_1052038	0	0	0	0	0	0	0	0	0	0	0	0	42	0	10	0	0	0	0	0	0
BM1_k141_1052404	0	0	0	0	0	0	0	0	0	0	0	0	53	0	52	0	0	0	0	0	0
BM1_k141_1052509	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	0	0	0	0
BM1_k141_1052553	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0
BM1_k141_1052607	7	2	0	0	0	0	0	0	0	0	0	0	30	6	16	10	0	0	101	41	0
BM1_k141_1052647	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0
BM1_k141_1052832	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	1	0	0	0	0	0
BM1_k141_1053062	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
BM1_k141_1053325	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
BM1_k141_1053390	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	11	0	0	0	0	0
BM1_k141_1053494	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0
BM1_k141_1053497	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	2	0	0	0	0	0
BM1_k141_1053531	0	0	0	0	0	0	0	0	0	0	0	0	21	0	4	0	0	0	0	0	0
BM1_k141_1053841	0	0	0	0	0	0	0	0	0	0	0	0	14	5	6	19	0	0	0	0	0
BM1_k141_1053847	0	0	0	0	0	0	0	0	0	0	0	0	8	1	5	4	1	0	0	0	0
BM1_k141_1053929	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	0
BM1_k141_1054144	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
BM1_k141_1054230	0	0	0	0	0	0	0	0	0	0	0	0	12	18	1	0	0	0	0	0	0
BM1_k141_1054253	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	2	0	0	0	0	0
BM1_k141_1054267	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
BM1_k141_1054290	0	0	0	0	0	0	0	0	0	0	0	0	6	6	2	0	0	0	0	0	0
BM1_k141_1054373	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
BM1_k141_1054499	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
BM1_k141_1054536	0	0	0	0	0	0	0	0	0	0	0	0	12	1	5	0	0	0	0	0	0
BM1_k141_1054859	0	0	0	0	0	0	0	0	0	0	0	0	28	0	12	0	0	0	0	0	0
BM1_k141_105487	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
BM1_k141_1054878	0	0	0	0	0	0	0	0	0	0	0	0	206	85	0	1	0	0	0	0	0
BM1_k141_1054958	0	0	0	0	0	0	0	0	0	0	0	0	16	42	0	0	0	0	0	0	0
BM1_k141_1054988	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	6	0	0	0	0	0
BM1_k141_1054992	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	4	0	0	0	0	0
BM1_k141_1055044	0	0	0	0	0	0	0	0	0	0	0	0	55	2	17	15	0	0	0	0	0
BM1_k141_1055091	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0
BM1_k141_1055229	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
BM1_k141_1055430	0	0	0	0	0	0	0	0	0	0	0	0	27	195	0	0	0	0	0	0	0
BM1_k141_1055710	0	0	0	0	0	0	0	0	0	0	0	0	16	19	2	0	0	0	0	0	0
BM1_k141_1055861	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
BM1_k141_1055981	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	1	0	0	0	0	0
BM1_k141_1055986	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
BM1_k141_1056046	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_105631	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1056365	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	7	0	0	0	0	0
BM1_k141_1056405	0	0	0	0	0	0	0	0	0	0	0	0	24	0	56	47	0	0	0	0	0
BM1_k141_1056406	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	0	0	0	0	0
BM1_k141_1056433	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1056439	0	0	0	0	0	0	0	0	0	0	0	0	20	27	4	5	0	0	0	0	0
BM1_k141_105663	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	2	0	0	0	0	0
BM1_k141_1056733	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0
BM1_k141_1056751	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
BM1_k141_1056821	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
BM1_k141_1056910	0	0	0	0	0	0	0	0	0	0	0	0	4	36	2	0	0	0	0	0	0
BM1_k141_1056978	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0
BM1_k141_1056984	0	0	0	0	0	0	0	0	0	0	0	0	20	12	14	0	0	0	0	0	0
BM1_k141_1057051	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
BM1_k141_1057108	0	0	0	0	0	0	0	0	0	0	0	0	11	0	8	6	0	0	0	0	0
BM1_k141_105728	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
BM1_k141_105759	0	0	0	0	0	0	0	0	0	0	0	0	19	0	16	8	0	0	0	0	0
BM1_k141_1057608	0	0	0	0	0	0	0	0	0	0	0	0	16	0	17	14	0	0	0	0	0
BM1_k141_1057632	0	0	0	0	0	0	0	0	0	0	0	0	33	28	0	2	0	0	0	0	0
BM1_k141_1057702	0	0	0	0	0	0	0	0	0	0	0	0	24	0	16	4	0	0	0	0	0
BM1_k141_105774	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_1058216	0	0	0	0	0	0	0	0	0	0	0	0	19	5	19	6	0	0	0	0	0
BM1_k141_1058262	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	15	0	0	0	0	0
BM1_k141_1058412	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
BM1_k141_1058507	0	0	0	0	0	0	0	0	0	0	0	0	45	0	11	0	0	0	11	0	0
BM1_k141_1058567	0	0	0	0	0	0	0	0	0	0	0	0	36	16	0	0	0	0	0	0	0
BM1_k141_1058878	0	0	0	0	0	0	0	0	0	0	0	0	27	21	27	16	0	0	0	0	0
BM1_k141_1059157	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
BM1_k141_1059457	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	12	0	0	0	0	0
BM1_k141_1059534	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BM1_k141_1059583	0	0	0	0	0	0	0	0	0	0	0	0	81	6	46	2	0	0	0	0	0
BM1_k141_1059602	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	1	0	0	0	0	0
BM1_k141_1059654	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0	0
BM1_k141_1059667	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0
BM1_k141_1059705	0	0	0	0	0	0	0	0	0	0	0	0	73	29	62	15	0	0	0	0	0
BM1_k141_1059840	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	4	0	0	0	0	0
BM1_k141_1059865	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
BM1_k141_1059915	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0
BM1_k141_1059951	0	0	0	0	0	0	0	0	0	0	0	0	16	0	6	2	0	0	0	0	0
BM1_k141_1060131	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	1	0	0	0	0	0
BM1_k141_106044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BM1_k141_1060454	0	0	0	0	0	0	0	0	0	0	0	0	22	7	10	17	0	0	0	0	0
BM1_k141_1060538	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
BM1_k141_1060703	0	0	0	0	0	0	0	0	0	0	0	0	32	10	1	2	0	0	0	0	0
BM1_k141_1060792	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0
BM1_k141_1060845	0	0	0	0	0	0	0	0	0	0	0	0	358	279	158	3	0	0	0	0	0
BM1_k141_1061071	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
BM1_k141_1061125	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
BM1_k141_1061230	0	0	0	0	0	0	0	0	0	0	0	0	9	4	2	0	0	0	0	0	0
BM1_k141_1061288	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5	0	0	0	0	0	0
BM1_k141_1061346	0	0	0	0	0	0	0	0	0	0	0	0	24	0	21	21	0	0	0	0	0
BM1_k141_1061972	0	0	0	0	0	0	0	0	0	0	0	0	43	32	0	0	0	0	0	0	0
BM1_k141_1062140	0	0	0	0	0	0	0	0	0	0	0	0	29	6	12	12	0	0	0	0	0
BM1_k141_1062158	0	0	0	0	0	0	0	0	0	0	0	0	81	8	25	12	0	0	0	0	0
BM1_k141_1062361	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	4	0	0	0	0	0
BM1_k141_1062395	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1062405	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
BM1_k141_1062898	0	0	0	0	0	0	0	0	0	0	0	0	17	0	25	15	0	0	0	0	0
BM1_k141_1062935	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
BM1_k141_1062975	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
BM1_k141_1062990	0	0	0	0	0	0	0	0	0	0	0	0	38	9	0	0	0	0	0	0	0
BM1_k141_1063014	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0
BM1_k141_1063122	0	0	0	0	0	0	0	0	0	0	0	0	26	3	18	28	0	0	0	0	0
BM1_k141_1063228	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0
BM1_k141_1063249	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
BM1_k141_1063252	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0
BM1_k141_1063325	0	0	0	0	0	0	0	0	0	0	0	0	41	1	25	0	0	0	0	0	0
BM1_k141_1063513	0	0	0	0	0	0	0	0	0	0	0	0	9	31	0	2	0	0	0	0	0
BM1_k141_1063627	0	0	0	0	0	0	0	0	0	0	0	0	23	1	9	7	0	0	0	0	0
BM1_k141_1063702	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	10	0	0	0	0	0
BM1_k141_1063792	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	1	0	0	0	0	0
BM1_k141_106382	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	18	0	0	0	0	0
BM1_k141_1064157	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
BM1_k141_1064205	0	0	0	0	0	0	0	0	0	0	0	0	18	7	12	2	0	0	0	0	0
BM1_k141_1064334	0	0	0	0	0	0	0	0	0	0	0	0	14	39	4	0	0	0	0	0	0
BM1_k141_1064545	0	0	0	0	0	0	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0
BM1_k141_1064567	0	0	0	0	0	0	0	0	0	0	0	0	124	0	601	0	0	0	0	0	0
BM1_k141_1064615	0	0	0	0	0	0	0	0	0	0	0	0	17	2	4	14	0	0	0	0	0
BM1_k141_106478	0	0	0	0	0	0	0	0	0	0	0	0	92	0	83	118	0	0	0	0	0
BM1_k141_1064931	0	0	0	0	0	0	0	0	0	0	0	0	32	21	0	0	0	0	0	0	0
BM1_k141_1065237	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0
BM1_k141_1065369	0	0	0	0	0	0	0	0	0	0	0	0	18	10	8	20	0	0	0	0	0
BM1_k141_1065897	0	0	0	0	0	0	0	0	0	0	0	0	16	17	2	6	0	0	0	0	0
BM1_k141_1066075	0	0	0	0	0	0	0	0	0	0	0	0	21	12	0	57	0	2	42	0	0
BM1_k141_1066153	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0
BM1_k141_1066396	0	0	0	0	0	0	0	0	0	0	0	0	16	26	8	2	0	0	0	0	0
BM1_k141_1066477	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_1066609	0	0	0	0	0	0	0	0	0	0	0	0	98	1	52	45	0	0	0	0	0
BM1_k141_1066613	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
BM1_k141_1066703	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
BM1_k141_1066777	0	0	0	0	0	0	0	0	0	0	0	0	38	0	50	62	0	0	0	0	0
BM1_k141_106678	0	0	0	0	0	0	0	0	0	0	0	0	29	24	0	0	0	0	0	0	0
BM1_k141_10668	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	2	0	0	0	0	0
BM1_k141_1066808	0	0	0	0	0	0	0	0	0	0	0	0	68	48	54	17	0	0	0	0	0
BM1_k141_1066890	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
BM1_k141_1066925	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_1067064	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0
BM1_k141_1067067	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
BM1_k141_1067076	0	0	0	0	0	0	0	0	0	0	0	0	43	10	26	14	0	0	0	0	0
BM1_k141_1067125	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0
BM1_k141_1067141	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
BM1_k141_1067167	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0
BM1_k141_1067401	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
BM1_k141_1067446	0	0	0	0	0	0	0	0	0	0	0	0	38	15	3	6	0	0	0	0	0
BM1_k141_1067622	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	3	0	0	0	0	0
BM1_k141_1067826	0	0	0	0	0	0	0	0	0	0	0	0	22	1	22	10	0	0	0	0	0
BM1_k141_1068104	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
BM1_k141_1068523	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0
BM1_k141_1068535	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0
BM1_k141_1068623	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	0	0	0	0	0
BM1_k141_1068654	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BM1_k141_1068666	0	0	0	0	0	0	0	0	0	0	0	0	30	0	22	0	0	0	0	0	0
BM1_k141_1068689	0	0	0	0	0	0	0	0	0	0	0	0	178	0	128	13	0	0	0	0	0
BM1_k141_1068788	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
BM1_k141_1068835	0	0	0	0	0	0	0	0	0	0	0	0	10	1	20	6	0	0	0	0	0
BM1_k141_1068915	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BM1_k141_1069086	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0
BM1_k141_1069335	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0
BM1_k141_1070092	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	2	0	0	0	0	0
BM1_k141_1070123	0	0	0	0	0	0	0	0	0	0	0	0	30	3	1	3	0	0	0	0	0
